ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,vol_90_threshold,high_vol,pass_level1,pass_level2
014550.OF,诺安益鑫C,灵活配置型,混合型-平衡,4.5,4.89,21.32,16.74,13.51,1.15,455,36.0,92.60042283298098,16.0,96.82875264270614,86.3,24.714,False,True,True
019838.OF,民生加银品牌蓝筹C,灵活配置型,混合型-平衡,6.66,6.03,21.47,17.17,13.54,1.13,455,24.0,95.13742071881607,15.0,97.0401691331924,86.1,24.714,False,True,True
026201.OF,诺安利鑫D,灵活配置型,混合型-平衡,3.01,3.66,16.16,17.02,6.16,0.83,94,51.0,89.4291754756871,36.0,92.60042283298098,85.5,24.714,False,True,True
012716.OF,长盛创新先锋C,灵活配置型,混合型-平衡,6.71,3.94,22.25,17.67,14.6,1.15,455,50.0,89.64059196617336,13.0,97.46300211416492,85.3,24.714,False,True,True
023097.OF,安信比较优势C,灵活配置型,混合型-平衡,2.52,2.54,15.01,12.4,11.01,1.05,455,68.0,85.83509513742071,43.0,91.12050739957716,85.2,24.714,False,True,True
016183.OF,华安安华C,灵活配置型,混合型-平衡,1.88,3.04,20.21,16.19,14.16,1.12,455,64.0,86.68076109936575,18.0,96.40591966173362,84.7,24.714,False,True,True
009825.OF,融通通乾研究精选C,灵活配置型,混合型-平衡,6.71,9.73,17.34,12.92,14.05,1.19,351,12.0,97.67441860465117,28.0,94.29175475687104,84.2,24.714,False,True,True
015309.OF,国投瑞银境煊E,灵活配置型,混合型-平衡,1.91,5.59,15.23,12.84,12.06,1.03,455,29.0,94.08033826638476,41.0,91.5433403805497,83.8,24.714,False,True,True
017167.OF,景顺长城策略精选C,灵活配置型,混合型-平衡,3.58,5.89,16.9,14.78,13.23,1.01,455,25.0,94.9260042283298,32.0,93.446088794926,83.1,24.714,False,True,True
018546.OF,国投瑞银瑞盈C,灵活配置型,混合型-平衡,2.56,5.03,14.91,12.94,12.27,1.0,455,34.0,93.02325581395348,44.0,90.9090909090909,83.0,24.714,False,True,True
017941.OF,国投瑞银国家安全C,灵活配置型,混合型-平衡,5.45,2.33,22.21,22.02,15.85,0.92,455,74.0,84.56659619450318,14.0,97.25158562367864,79.6,24.714,False,True,True
017787.OF,万家宏观择时多策略C,灵活配置型,混合型-平衡,5.23,12.33,17.64,18.6,13.8,0.84,455,4.0,99.36575052854124,26.0,94.71458773784354,79.5,24.714,False,True,True
016069.OF,华商研究精选C,灵活配置型,混合型-平衡,5.75,5.45,16.68,17.22,14.5,0.85,454,32.0,93.446088794926,33.0,93.23467230443974,78.4,24.714,False,True,True
019032.OF,易方达环保主题C,灵活配置型,混合型-平衡,3.09,9.87,17.14,18.72,14.14,0.81,455,11.0,97.88583509513742,29.0,94.08033826638476,78.3,24.714,False,True,True
013157.OF,前海开源新经济C,灵活配置型,混合型-平衡,0.44,4.41,15.88,17.46,17.51,0.79,455,43.0,91.12050739957716,38.0,92.17758985200844,73.5,24.714,False,True,True
011093.OF,永赢宏泽一年定开,灵活配置型,混合型-平衡,1.57,2.52,15.02,19.31,17.46,0.67,455,69.0,85.62367864693447,42.0,91.33192389006342,70.8,24.714,False,True,True
016182.OF,华安安进灵活配置C,灵活配置型,混合型-平衡,3.62,11.32,16.9,23.38,16.59,0.64,455,5.0,99.15433403805496,31.0,93.65750528541226,70.3,24.714,False,True,True
