ts_code,name,invest_type,category
017709.OF,长盛盛启C,债券型,债券型-主动
016354.OF,兴银合泰C,债券型,债券型-主动
017135.OF,博道和祥多元稳健C,债券型,债券型-主动
018123.OF,永赢数字经济智选C,混合型,混合型-偏股
018237.OF,长盛创新驱动C,灵活配置型,混合型-平衡
018122.OF,永赢数字经济智选A,混合型,混合型-偏股
018191.OF,东财产业智选C,混合型,混合型-偏股
017661.OF,南方浩恒稳健优选6个月持有A,混合型,混合型-偏股
016325.OF,泰康北交所精选两年定开A,混合型,混合型-偏股
016326.OF,泰康北交所精选两年定开C,混合型,混合型-偏股
016321.OF,红塔红土瑞恒纯债C,债券型,债券型-主动
017662.OF,南方浩恒稳健优选6个月持有C,混合型,混合型-偏股
016320.OF,红塔红土瑞恒纯债A,债券型,债券型-主动
018235.OF,光大新机遇C,混合型,混合型-偏股
018190.OF,东财产业智选A,混合型,混合型-偏股
018271.OF,工银恒享纯债C,债券型,债券型-主动
016528.OF,广发稳宏一年持有A,混合型,混合型-偏股
016991.OF,广发招阳两年持有A,混合型,混合型-偏股
016992.OF,广发招阳两年持有C,混合型,混合型-偏股
016529.OF,广发稳宏一年持有C,混合型,混合型-偏股
018263.OF,海富通稳健养老一年Y,混合型,混合型-偏股
018264.OF,海富通平衡养老目标三年(FOF)Y,混合型,混合型-偏股
018073.OF,国泰产业精选A,混合型,混合型-偏股
016980.OF,华安锐进积极配置一年持有,混合型,混合型-偏股
014239.OF,国泰产业精选C,混合型,混合型-偏股
017788.OF,摩根锦颐养老目标日期2035三年持有,混合型,混合型-偏股
018222.OF,工银优质精选C,混合型,混合型-偏股
018216.OF,长城久恒C,灵活配置型,混合型-平衡
018187.OF,富国裕利E,债券型,债券型-主动
017568.OF,华夏稳茂增益一年持有A,混合型,混合型-偏股
017569.OF,华夏稳茂增益一年持有C,混合型,混合型-偏股
018184.OF,万家先进制造A,混合型,混合型-偏股
018130.OF,博时ESG量化选股A,混合型,混合型-偏股
016569.OF,嘉实碳中和主题C,混合型,混合型-偏股
016568.OF,嘉实碳中和主题A,混合型,混合型-偏股
018131.OF,博时ESG量化选股C,混合型,混合型-偏股
018185.OF,万家先进制造C,混合型,混合型-偏股
016792.OF,浙商汇金聚兴一年定开,债券型,债券型-主动
016640.OF,南方达元C,债券型,债券型-主动
017724.OF,银华心质C,混合型,混合型-偏股
018169.OF,嘉实致诚纯债,债券型,债券型-主动
017728.OF,创金合信荣和积极养老目标五年持有,混合型,混合型-偏股
018096.OF,东财价值启航A,混合型,混合型-偏股
018097.OF,东财价值启航C,混合型,混合型-偏股
016667.OF,景顺长城全球半导体芯片产业A美元现汇,股票型,主动股票型
016668.OF,景顺长城全球半导体芯片产业C,股票型,主动股票型
017782.OF,博时恒享A,债券型,债券型-主动
017723.OF,银华心质A,混合型,混合型-偏股
017783.OF,博时恒享C,债券型,债券型-主动
016639.OF,南方达元A,债券型,债券型-主动
017794.OF,交银启盛A,混合型,混合型-偏股
017795.OF,交银启盛C,混合型,混合型-偏股
018239.OF,中银嘉享3个月定开D,债券型,债券型-主动
018225.OF,大成策略回报C,混合型,混合型-偏股
017859.OF,交银持续成长C,混合型,混合型-偏股
018141.OF,中金优选长兴稳健6个月持有A,混合型,混合型-偏股
018142.OF,中金优选长兴稳健6个月持有C,混合型,混合型-偏股
017146.OF,永赢恒欣稳健养老目标三年持有A,混合型,混合型-偏股
017600.OF,华夏行业甄选A,混合型,混合型-偏股
016864.OF,华安招裕一年持有C,混合型,混合型-偏股
017690.OF,银华顺璟6个月定开A,债券型,债券型-主动
017828.OF,富国时代精选A,混合型,混合型-偏股
017829.OF,富国时代精选C,混合型,混合型-偏股
017668.OF,鹏华新材料C,混合型,混合型-偏股
017601.OF,华夏行业甄选C,混合型,混合型-偏股
017401.OF,贝莱德行业优选C,混合型,混合型-偏股
017400.OF,贝莱德行业优选A,混合型,混合型-偏股
016863.OF,华安招裕一年持有A,混合型,混合型-偏股
017980.OF,南方养老目标日期2055五年持有A,混合型,混合型-偏股
017667.OF,鹏华新材料A,混合型,混合型-偏股
018162.OF,宏利泰和稳健养老Y,混合型,混合型-偏股
018163.OF,宏利悠然Y,混合型,混合型-偏股
018203.OF,信澳核心科技C,混合型,混合型-偏股
018151.OF,银华尊禧稳健养老一年持有Y,混合型,混合型-偏股
017695.OF,招商添轩1年定开,债券型,债券型-主动
017973.OF,易方达港股通优质增长A,混合型,混合型-偏股
017974.OF,易方达港股通优质增长C,混合型,混合型-偏股
018164.OF,宏利养老目标2030一年持有Y,混合型,混合型-偏股
018161.OF,宏利泰和养老(FOF)Y,混合型,混合型-偏股
017982.OF,东财成长优选C,混合型,混合型-偏股
017654.OF,创金合信全球芯片产业C,股票型,主动股票型
017946.OF,国富沪港深成长精选C,股票型,主动股票型
018030.OF,泓德新能源产业C,混合型,混合型-偏股
017468.OF,鑫元消费甄选C,混合型,混合型-偏股
017981.OF,东财成长优选A,混合型,混合型-偏股
017653.OF,创金合信全球芯片产业A,股票型,主动股票型
017467.OF,鑫元消费甄选A,混合型,混合型-偏股
018029.OF,泓德新能源产业A,混合型,混合型-偏股
018186.OF,东方红益丰纯债C,债券型,债券型-主动
018152.OF,长城核心优势C,混合型,混合型-偏股
018166.OF,东方红稳添利E,债券型,债券型-主动
017063.OF,申万菱信乐成A,混合型,混合型-偏股
017064.OF,申万菱信乐成C,混合型,混合型-偏股
017764.OF,大成均衡增长A,混合型,混合型-偏股
017553.OF,交银瑞鑫六个月持有C,混合型,混合型-偏股
017765.OF,大成均衡增长C,混合型,混合型-偏股
017802.OF,汇添富战略精选中小盘市值3年持有C,混合型,混合型-偏股
017131.OF,国投瑞银比较优势一年持有C,混合型,混合型-偏股
017801.OF,汇添富战略精选中小盘市值3年持有A,混合型,混合型-偏股
017130.OF,国投瑞银比较优势一年持有A,混合型,混合型-偏股
017998.OF,中欧融恒平衡A,灵活配置型,混合型-平衡
017625.OF,农银瑞云增益6个月持有C,混合型,混合型-偏股
016449.OF,南方新材料A,股票型,主动股票型
017589.OF,中泰天择稳健6个月持有A,混合型,混合型-偏股
017976.OF,路博迈护航一年持有C,债券型,债券型-主动
017590.OF,中泰天择稳健6个月持有C,混合型,混合型-偏股
016450.OF,南方新材料C,股票型,主动股票型
017532.OF,平安研究优选A,混合型,混合型-偏股
017960.OF,招商趋势领航A,混合型,混合型-偏股
017218.OF,鹏华汽车产业A,混合型,混合型-偏股
017999.OF,中欧融恒平衡C,灵活配置型,混合型-平衡
017975.OF,路博迈护航一年持有A,债券型,债券型-主动
017219.OF,鹏华汽车产业C,混合型,混合型-偏股
017533.OF,平安研究优选C,混合型,混合型-偏股
017624.OF,农银瑞云增益6个月持有A,混合型,混合型-偏股
017961.OF,招商趋势领航C,混合型,混合型-偏股
016491.OF,华安事件驱动量化策略C,混合型,混合型-偏股
017810.OF,湘财鑫享C,债券型,债券型-主动
017079.OF,格林鑫利六个月持有A,混合型,混合型-偏股
017809.OF,湘财鑫享A,债券型,债券型-主动
017080.OF,格林鑫利六个月持有C,混合型,混合型-偏股
018147.OF,建信新兴市场优选C,混合型,混合型-偏股
016844.OF,红土创新稳益6个月持有A,混合型,混合型-偏股
017827.OF,兴全欣越C,混合型,混合型-偏股
016845.OF,红土创新稳益6个月持有C,混合型,混合型-偏股
017682.OF,东海鑫乐一年定开,债券型,债券型-主动
016515.OF,申万菱信智能生活量化选股A,混合型,混合型-偏股
016148.OF,融通通灿A,债券型,债券型-主动
016516.OF,申万菱信智能生活量化选股C,混合型,混合型-偏股
017826.OF,兴全欣越A,混合型,混合型-偏股
017948.OF,国富中小盘C,股票型,主动股票型
017876.OF,汇添富新能源精选A,混合型,混合型-偏股
017877.OF,汇添富新能源精选C,混合型,混合型-偏股
018075.OF,长盛航天海工装备C,灵活配置型,混合型-平衡
016184.OF,长城鼎利一年定开,债券型,债券型-主动
016770.OF,华安盈安稳健优选3个月持有A,债券型,债券型-主动
017993.OF,方正富邦远见成长A,混合型,混合型-偏股
016208.OF,华泰柏瑞锦汇,债券型,债券型-主动
018087.OF,鹏华双债增利C,债券型,债券型-主动
016771.OF,华安盈安稳健优选3个月持有C,债券型,债券型-主动
017596.OF,中银证券汇裕一年定开,债券型,债券型-主动
017994.OF,方正富邦远见成长C,混合型,混合型-偏股
016116.OF,国联安恒盛3个月定开纯债,债券型,债券型-主动
018042.OF,海富通稳固收益A,债券型,债券型-主动
018093.OF,国投瑞银顺意一年定开,债券型,债券型-主动
016333.OF,长城产业臻选C,混合型,混合型-偏股
016702.OF,银华海外数字经济量化选股C,混合型,混合型-偏股
016332.OF,长城产业臻选A,混合型,混合型-偏股
016701.OF,银华海外数字经济量化选股A,混合型,混合型-偏股
017619.OF,鑫元添鑫回报6个月持有A,混合型,混合型-偏股
017431.OF,嘉实全球创新龙头C,股票型,主动股票型
017620.OF,鑫元添鑫回报6个月持有C,混合型,混合型-偏股
017749.OF,国投瑞银景气驱动A,混合型,混合型-偏股
012350.OF,万家元贞量化选股A,股票型,主动股票型
017083.OF,鹏华安锦一年持有A,混合型,混合型-偏股
012351.OF,万家元贞量化选股C,股票型,主动股票型
017166.OF,易米低碳经济C,股票型,主动股票型
017430.OF,嘉实全球创新龙头美元,股票型,主动股票型
017429.OF,嘉实全球创新龙头A,股票型,主动股票型
017552.OF,南方景气前瞻C,混合型,混合型-偏股
017084.OF,鹏华安锦一年持有C,混合型,混合型-偏股
017750.OF,国投瑞银景气驱动C,混合型,混合型-偏股
017977.OF,信澳优享生活A,混合型,混合型-偏股
017165.OF,易米低碳经济A,股票型,主动股票型
017551.OF,南方景气前瞻A,混合型,混合型-偏股
017978.OF,信澳优享生活C,混合型,混合型-偏股
018077.OF,光大优势C,混合型,混合型-偏股
018091.OF,博时利发纯债C,债券型,债券型-主动
018098.OF,博时富发纯债C,债券型,债券型-主动
018076.OF,光大健康优加C,混合型,混合型-偏股
016244.OF,广发成长领航一年持有C,混合型,混合型-偏股
018082.OF,光大产业新动力C,灵活配置型,混合型-平衡
014450.OF,富国融丰两年定开C,混合型,混合型-偏股
016111.OF,鹏华丰尊,债券型,债券型-主动
014449.OF,富国融丰两年定开A,混合型,混合型-偏股
016243.OF,广发成长领航一年持有A,混合型,混合型-偏股
018037.OF,泰康宏泰回报C,混合型,混合型-偏股
018057.OF,金鹰行业优势C,稳健增长型,主动股票型
017968.OF,华富科技动能C,混合型,混合型-偏股
017773.OF,大成消费主题C,混合型,混合型-偏股
016658.OF,兴华安裕利率债A,债券型,债券型-主动
008589.OF,大成景润C,灵活配置型,混合型-平衡
016659.OF,兴华安裕利率债C,债券型,债券型-主动
017772.OF,大成景阳领先C,混合型,混合型-偏股
017739.OF,大成财富管理2020C,混合型,混合型-偏股
018004.OF,广发优质生活C,混合型,混合型-偏股
015735.OF,红塔红土信息产业精选C,股票型,主动股票型
015734.OF,红塔红土信息产业精选A,股票型,主动股票型
017770.OF,博时信享一年持有C,混合型,混合型-偏股
016884.OF,山证资管裕鑫180天持有C,债券型,债券型-主动
016855.OF,汇添富稳福60天滚动中短债B,债券型,债券型-主动
016883.OF,山证资管裕鑫180天持有A,债券型,债券型-主动
017769.OF,博时信享一年持有A,混合型,混合型-偏股
016834.OF,东方红共赢甄选一年持有A,混合型,混合型-偏股
016835.OF,东方红共赢甄选一年持有C,混合型,混合型-偏股
018040.OF,财通资管鑫锐E,混合型,混合型-偏股
017420.OF,易方达裕祥回报C,债券型,债券型-主动
017414.OF,易方达安盈回报C,混合型,混合型-偏股
017202.OF,山证资管丰盈180天滚动持有中短债C,债券型,债券型-主动
014026.OF,易方达优选星汇六个月持有A,混合型,混合型-偏股
017143.OF,华宝远见回报C,混合型,混合型-偏股
017201.OF,山证资管丰盈180天滚动持有中短债A,债券型,债券型-主动
017659.OF,汇添富稳丰中短债A,债券型,债券型-主动
014027.OF,易方达优选星汇六个月持有C,混合型,混合型-偏股
017139.OF,国投瑞银顺立纯债,债券型,债券型-主动
016979.OF,博时均衡优选C,混合型,混合型-偏股
016045.OF,华商研究回报一年持有A,混合型,混合型-偏股
018041.OF,财通资管鑫逸E,混合型,混合型-偏股
016927.OF,诺德惠享稳健三个月持有,混合型,混合型-偏股
016978.OF,博时均衡优选A,混合型,混合型-偏股
016046.OF,华商研究回报一年持有C,混合型,混合型-偏股
016660.OF,招商和惠养老2045五年持有A,混合型,混合型-偏股
017142.OF,华宝远见回报A,混合型,混合型-偏股
017660.OF,汇添富稳丰中短债C,债券型,债券型-主动
017086.OF,嘉实ESG可持续投资A,混合型,混合型-偏股
017087.OF,嘉实ESG可持续投资C,混合型,混合型-偏股
017915.OF,中海消费主题精选C,混合型,混合型-偏股
016760.OF,东吴添利三个月定开C,债券型,债券型-主动
016759.OF,东吴添利三个月定开A,债券型,债券型-主动
017921.OF,中海医疗保健C,股票型,主动股票型
017796.OF,合煦智远稳进纯债A,债券型,债券型-主动
017797.OF,合煦智远稳进纯债C,债券型,债券型-主动
017942.OF,银华尊和养老目标日期2045三年持有Y,混合型,混合型-偏股
017878.OF,华安匠心甄选A,混合型,混合型-偏股
017879.OF,华安匠心甄选C,混合型,混合型-偏股
017510.OF,红土创新丰睿中短债C,债券型,债券型-主动
017509.OF,红土创新丰睿中短债A,债券型,债券型-主动
017556.OF,招商安凯,债券型,债券型-主动
018023.OF,华商上游产业C,股票型,主动股票型
017969.OF,华富产业升级C,灵活配置型,混合型-平衡
016135.OF,嘉实优势成长C,灵活配置型,混合型-平衡
018009.OF,长盛医疗行业C,股票型,主动股票型
018008.OF,大成优选C,混合型,混合型-偏股
018010.OF,长盛电子信息产业C,混合型,混合型-偏股
017966.OF,华富竞争力优选C,混合型,混合型-偏股
017437.OF,华宝纳斯达克精选C,股票型,主动股票型
017103.OF,大摩数字经济C,混合型,混合型-偏股
017436.OF,华宝纳斯达克精选A,股票型,主动股票型
018003.OF,南方兴盛先锋C,混合型,混合型-偏股
017102.OF,大摩数字经济A,混合型,混合型-偏股
016605.OF,财通资管臻享成长A,混合型,混合型-偏股
016606.OF,财通资管臻享成长C,混合型,混合型-偏股
017934.OF,国泰海通高端装备C,混合型,混合型-偏股
016985.OF,英大延福养老2035三年持有,混合型,混合型-偏股
017933.OF,国泰海通高端装备A,混合型,混合型-偏股
017425.OF,华泰紫金先进制造C,混合型,混合型-偏股
017793.OF,国联安聚利39个月纯债,债券型,债券型-主动
017424.OF,华泰紫金先进制造A,混合型,混合型-偏股
017049.OF,富安达产业优选C,混合型,混合型-偏股
016998.OF,创金合信产业臻选平衡C,混合型,混合型-偏股
014699.OF,东方高端制造A,混合型,混合型-偏股
017048.OF,富安达产业优选A,混合型,混合型-偏股
015985.OF,金鹰碳中和C,混合型,混合型-偏股
017850.OF,交银启信A,混合型,混合型-偏股
015984.OF,金鹰碳中和A,混合型,混合型-偏股
017936.OF,国泰海通远见价值C,混合型,混合型-偏股
017851.OF,交银启信C,混合型,混合型-偏股
017935.OF,国泰海通远见价值A,混合型,混合型-偏股
008577.OF,财通碳中和一年持有C,混合型,混合型-偏股
016922.OF,英大延福养老2055三年持有,混合型,混合型-偏股
014700.OF,东方高端制造C,混合型,混合型-偏股
008576.OF,财通碳中和一年持有A,混合型,混合型-偏股
016997.OF,创金合信产业臻选平衡A,混合型,混合型-偏股
017164.OF,英大延福养老2060三年持有,混合型,混合型-偏股
017844.OF,兴全优选积极三个月持有A,混合型,混合型-偏股
018005.OF,光大新增长C,混合型,混合型-偏股
017640.OF,景顺长城景气优选一年持有C,混合型,混合型-偏股
017421.OF,天弘安康颐睿一年持有A,混合型,混合型-偏股
017639.OF,景顺长城景气优选一年持有A,混合型,混合型-偏股
017717.OF,嘉实多盈A,债券型,债券型-主动
017217.OF,国投瑞银策略智选C,混合型,混合型-偏股
017718.OF,嘉实多盈C,债券型,债券型-主动
016026.OF,渤海汇金汇鑫益3个月定开,债券型,债券型-主动
017737.OF,融通慧心A,混合型,混合型-偏股
017216.OF,国投瑞银策略智选A,混合型,混合型-偏股
017422.OF,天弘安康颐睿一年持有C,混合型,混合型-偏股
017707.OF,建信阿尔法一年持有,混合型,混合型-偏股
017738.OF,融通慧心C,混合型,混合型-偏股
017861.OF,景顺长城致远C,混合型,混合型-偏股
017845.OF,兴全优选积极三个月持有C,混合型,混合型-偏股
017860.OF,景顺长城致远A,混合型,混合型-偏股
017979.OF,交银国企改革C,灵活配置型,混合型-平衡
017232.OF,工银瑞信稳润一年持有A,混合型,混合型-偏股
017233.OF,工银瑞信稳润一年持有C,混合型,混合型-偏股
015369.OF,国泰海通领航成长一年持有C,混合型,混合型-偏股
016711.OF,贝莱德欣悦丰利A,债券型,债券型-主动
016712.OF,贝莱德欣悦丰利C,债券型,债券型-主动
015368.OF,国泰海通领航成长一年持有A,混合型,混合型-偏股
017085.OF,南方浩祥3个月持有A,债券型,债券型-主动
017956.OF,汇添富稳瑞30天滚动中短债D,债券型,债券型-主动
017947.OF,国富港股通远见价值C,混合型,混合型-偏股
016718.OF,中银中短债C,债券型,债券型-主动
017955.OF,汇添富稳瑞30天滚动中短债B,债券型,债券型-主动
016717.OF,中银中短债A,债券型,债券型-主动
017995.OF,华宝事件驱动C,混合型,混合型-偏股
017042.OF,富国碳中和C,混合型,混合型-偏股
018007.OF,招商瑞利C,灵活配置型,混合型-平衡
017041.OF,富国碳中和A,混合型,混合型-偏股
017857.OF,东财时代优选A,混合型,混合型-偏股
016547.OF,大成盛享一年持有A,混合型,混合型-偏股
017858.OF,东财时代优选C,混合型,混合型-偏股
017820.OF,鹏华丰利C,债券型,债券型-主动
017776.OF,平安合顺1年定开,债券型,债券型-主动
016548.OF,大成盛享一年持有C,混合型,混合型-偏股
017843.OF,农银汇理景气优选C,混合型,混合型-偏股
017957.OF,汇添富稳健鑫添益六个月持有C,混合型,混合型-偏股
017944.OF,财通资管鸿利中短债E,债券型,债券型-主动
017967.OF,华富新能源C,股票型,主动股票型
017842.OF,农银汇理景气优选A,混合型,混合型-偏股
017442.OF,华商鸿悦纯债,债券型,债券型-主动
012482.OF,泓德医疗创新C,混合型,混合型-偏股
017693.OF,国泰海通安平一年定开,债券型,债券型-主动
016037.OF,汇添富鑫添盈一年持有C,混合型,混合型-偏股
017811.OF,东方人工智能主题C,混合型,混合型-偏股
017874.OF,国金量化多策略C,灵活配置型,混合型-平衡
016765.OF,百嘉百盈纯债,债券型,债券型-主动
016036.OF,汇添富鑫添盈一年持有A,混合型,混合型-偏股
017941.OF,国投瑞银国家安全C,灵活配置型,混合型-平衡
012481.OF,泓德医疗创新A,混合型,混合型-偏股
017598.OF,华夏景气驱动A,混合型,混合型-偏股
017720.OF,华夏消费臻选C,混合型,混合型-偏股
017599.OF,华夏景气驱动C,混合型,混合型-偏股
014223.OF,汇添富核心优选六个月持有C,混合型,混合型-偏股
017612.OF,宏利复兴伟业C,灵活配置型,混合型-平衡
014222.OF,汇添富核心优选六个月持有A,混合型,混合型-偏股
017060.OF,兴业聚福一年持有A,混合型,混合型-偏股
017061.OF,兴业聚福一年持有C,混合型,混合型-偏股
017719.OF,华夏消费臻选A,混合型,混合型-偏股
017716.OF,华宝量化选股C,混合型,混合型-偏股
017715.OF,华宝量化选股A,混合型,混合型-偏股
017927.OF,华商新动力C,混合型,混合型-偏股
017584.OF,鑫元聚鑫收益增强D,债券型,债券型-主动
016222.OF,华夏聚恒优选三个月持有C,混合型,混合型-偏股
016221.OF,华夏聚恒优选三个月持有A,混合型,混合型-偏股
017415.OF,中泰元和价值精选A,混合型,混合型-偏股
017416.OF,中泰元和价值精选C,混合型,混合型-偏股
015913.OF,华夏鼎安一年定开,债券型,债券型-主动
016220.OF,华夏聚锐优选三个月持有C,混合型,混合型-偏股
015962.OF,国联添安稳健养老一年持有A,混合型,混合型-偏股
017900.OF,鹏华医药科技C,股票型,主动股票型
017745.OF,嘉实绿色主题C,股票型,主动股票型
016219.OF,华夏聚锐优选三个月持有A,混合型,混合型-偏股
015991.OF,长城鑫利30天滚动中短债A,债券型,债券型-主动
015992.OF,长城鑫利30天滚动中短债C,债券型,债券型-主动
017744.OF,嘉实绿色主题A,股票型,主动股票型
014168.OF,华安慧心楚选配置三年持有A,混合型,混合型-偏股
017885.OF,长城久润C,灵活配置型,混合型-平衡
014169.OF,华安慧心楚选配置三年持有C,混合型,混合型-偏股
017926.OF,景顺长城政策性金融债C,债券型,债券型-主动
017916.OF,国寿安保成长优选C,股票型,主动股票型
016376.OF,易米和丰A,债券型,债券型-主动
017456.OF,建信宁安30天持有中短债A,债券型,债券型-主动
017901.OF,国寿安保养老目标日期2030三年持有Y,混合型,混合型-偏股
008330.OF,宏利添盈两年定开C,债券型,债券型-主动
017910.OF,博时富悦纯债C,债券型,债券型-主动
008329.OF,宏利添盈两年定开A,债券型,债券型-主动
016999.OF,上银聚嘉益一年定开,债券型,债券型-主动
017457.OF,建信宁安30天持有中短债C,债券型,债券型-主动
017722.OF,华夏汽车产业C,混合型,混合型-偏股
017721.OF,华夏汽车产业A,混合型,混合型-偏股
017909.OF,国寿安保稳健养老一年Y,混合型,混合型-偏股
017929.OF,前海开源沪港深新机遇C,灵活配置型,混合型-平衡
016377.OF,易米和丰C,债券型,债券型-主动
016746.OF,浦银安盛光耀优选A,混合型,混合型-偏股
016252.OF,华夏景气成长一年持有A,混合型,混合型-偏股
016253.OF,华夏景气成长一年持有C,混合型,混合型-偏股
017697.OF,华夏新材料龙头A,混合型,混合型-偏股
017911.OF,华泰柏瑞新经济沪港深C,灵活配置型,混合型-平衡
017698.OF,华夏新材料龙头C,混合型,混合型-偏股
016747.OF,浦银安盛光耀优选C,混合型,混合型-偏股
017762.OF,银河转型增长C,灵活配置型,混合型-平衡
017760.OF,银河大国智造主题C,灵活配置型,混合型-平衡
017757.OF,银河新动能C,混合型,混合型-偏股
017870.OF,光大消费主题C,股票型,主动股票型
017906.OF,国泰海通善元稳健养老目标一年持有Y,混合型,混合型-偏股
017325.OF,农银鑫享稳健养老目标一年持有A,混合型,混合型-偏股
017759.OF,银河研究精选C,混合型,混合型-偏股
017761.OF,银河智联主题C,灵活配置型,混合型-平衡
017905.OF,国泰海通善吾养老目标日期2045五年持有Y,混合型,混合型-偏股
017730.OF,嘉实全球产业升级A,股票型,主动股票型
017758.OF,银河智慧主题C,灵活配置型,混合型-平衡
017731.OF,嘉实全球产业升级C,股票型,主动股票型
017172.OF,创金合信季安盈3个月持有A,债券型,债券型-主动
017173.OF,创金合信季安盈3个月持有C,债券型,债券型-主动
017883.OF,博时富添纯债C,债券型,债券型-主动
016958.OF,招商安颐稳健C,债券型,债券型-主动
017873.OF,汇添富香港优势精选C,混合型,混合型-偏股
017618.OF,华泰柏瑞招享6个月持有C,混合型,混合型-偏股
016957.OF,招商安颐稳健A,债券型,债券型-主动
017617.OF,华泰柏瑞招享6个月持有A,混合型,混合型-偏股
015989.OF,华安碳中和主题A,混合型,混合型-偏股
015990.OF,华安碳中和主题C,混合型,混合型-偏股
016846.OF,中欧预见养老目标2045三年持有A,混合型,混合型-偏股
016716.OF,建信渤泰C,债券型,债券型-主动
016715.OF,建信渤泰A,债券型,债券型-主动
017812.OF,华安鼎盈一年定开,债券型,债券型-主动
017789.OF,建信睿享纯债C,债券型,债券型-主动
017593.OF,汇添富添添乐双盈C,债券型,债券型-主动
016546.OF,交银稳进回报六个月持有C,混合型,混合型-偏股
016819.OF,鹏华睿进一年持有C,混合型,混合型-偏股
016818.OF,鹏华睿进一年持有A,混合型,混合型-偏股
017592.OF,汇添富添添乐双盈A,债券型,债券型-主动
016545.OF,交银稳进回报六个月持有A,混合型,混合型-偏股
016833.OF,东方红锦惠甄选18个月持有C,混合型,混合型-偏股
017821.OF,招商优势企业C,混合型,混合型-偏股
016832.OF,东方红锦惠甄选18个月持有A,混合型,混合型-偏股
013406.OF,中航瑞旭3个月定开C,债券型,债券型-主动
013405.OF,中航瑞旭3个月定开A,债券型,债券型-主动
017767.OF,嘉实欣荣C,混合型,混合型-偏股
017636.OF,银华动力领航C,混合型,混合型-偏股
017635.OF,银华动力领航A,混合型,混合型-偏股
016378.OF,太平消费升级一年持有A,混合型,混合型-偏股
016379.OF,太平消费升级一年持有C,混合型,混合型-偏股
016507.OF,长城数字经济A,混合型,混合型-偏股
016508.OF,长城数字经济C,混合型,混合型-偏股
017630.OF,富国周期精选三年持有A,混合型,混合型-偏股
017200.OF,广发ESG责任投资C,混合型,混合型-偏股
012784.OF,鹏华养老2040五年持有,混合型,混合型-偏股
017766.OF,华夏兴和C,灵活配置型,混合型-平衡
017244.OF,南方前瞻动力A,混合型,混合型-偏股
017245.OF,南方前瞻动力C,混合型,混合型-偏股
017649.OF,信澳聚优智选C,混合型,混合型-偏股
016031.OF,民生加银瑞华绿债一年定开,债券型,债券型-主动
017648.OF,信澳聚优智选A,混合型,混合型-偏股
017631.OF,富国周期精选三年持有C,混合型,混合型-偏股
017199.OF,广发ESG责任投资A,混合型,混合型-偏股
017671.OF,浦银安盛普旭3个月定开,债券型,债券型-主动
014403.OF,中欧预见平衡养老三年持有A,混合型,混合型-偏股
017615.OF,广发安颐一年持有A,混合型,混合型-偏股
017729.OF,景顺长城景泰裕利纯债C,债券型,债券型-主动
015856.OF,格林碳中和主题A,混合型,混合型-偏股
017149.OF,天弘稳健回报A,债券型,债券型-主动
015857.OF,格林碳中和主题C,混合型,混合型-偏股
017150.OF,天弘稳健回报C,债券型,债券型-主动
017627.OF,长城港股通价值精选多策略C,混合型,混合型-偏股
016841.OF,博道惠泰优选C,混合型,混合型-偏股
017225.OF,国泰悦益六个月持有C,混合型,混合型-偏股
015803.OF,鹏华稳健恒利C,债券型,债券型-主动
013380.OF,景顺长城景泰纯利C,债券型,债券型-主动
014859.OF,大成慧心优选一年持有A,混合型,混合型-偏股
016840.OF,博道惠泰优选A,混合型,混合型-偏股
017224.OF,国泰悦益六个月持有A,混合型,混合型-偏股
017616.OF,广发安颐一年持有C,混合型,混合型-偏股
014860.OF,大成慧心优选一年持有C,混合型,混合型-偏股
015802.OF,鹏华稳健恒利A,债券型,债券型-主动
014525.OF,汇添富制造业升级研究精选一年持有C,混合型,混合型-偏股
017460.OF,汇添富丰和纯债C,债券型,债券型-主动
017497.OF,南方养老目标日期2060五年持有A,混合型,混合型-偏股
017806.OF,中加恒泰三个月定开C,债券型,债券型-主动
017691.OF,国投瑞银稳定增利A,稳健增长型,主动股票型
016419.OF,国泰安璟A,债券型,债券型-主动
017787.OF,万家宏观择时多策略C,灵活配置型,混合型-平衡
017112.OF,嘉实优享生活A,混合型,混合型-偏股
017459.OF,汇添富丰和纯债A,债券型,债券型-主动
016420.OF,国泰安璟C,债券型,债券型-主动
014524.OF,汇添富制造业升级研究精选一年持有A,混合型,混合型-偏股
015973.OF,工银恒嘉一年持有A,混合型,混合型-偏股
017771.OF,华夏聚利C,债券型,债券型-主动
016806.OF,华宝安融六个月持有A,债券型,债券型-主动
017587.OF,中欧盈选稳健6个月持有A,混合型,混合型-偏股
017113.OF,嘉实优享生活C,混合型,混合型-偏股
015974.OF,工银恒嘉一年持有C,混合型,混合型-偏股
016807.OF,华宝安融六个月持有C,债券型,债券型-主动
017588.OF,中欧盈选稳健6个月持有C,混合型,混合型-偏股
017663.OF,泓德汽车产业升级A,混合型,混合型-偏股
016984.OF,华泰柏瑞安盛一年持有C,债券型,债券型-主动
016983.OF,华泰柏瑞安盛一年持有A,债券型,债券型-主动
017664.OF,泓德汽车产业升级C,混合型,混合型-偏股
017626.OF,长城久惠C,灵活配置型,混合型-平衡
015485.OF,平安策略优选1年持有A,混合型,混合型-偏股
015486.OF,平安策略优选1年持有C,混合型,混合型-偏股
016889.OF,鹏华稳健增利A,债券型,债券型-主动
017763.OF,银河领先债券C,债券型,债券型-主动
016477.OF,光大专精特新A,混合型,混合型-偏股
